Address,Price,Property Type
"Flat 82, Longridge House, Falmouth Road, London, Greater London SE1 6QW","£352,500",flat
"Apartment 3203, 1, Casson Square, London, Greater London SE1 7GT","£2,225,000",Flat
"24, Gallery Apartments, 6, Lamb Walk, London, Greater London SE1 3GL","£775,000",Flat
"Flat 4, Hambridge House, 59a, Webber Street, London, Greater London SE1 0RF","£775,000",Flat
"Flat 4, Longstone Court, 22, Great Dover Street, London, Greater London SE1 4LB","£300,000",Flat
"Flat 61, Gallery Lofts, 69, Hopton Street, London, Greater London SE1 9LF","£1,250,000",Flat
"Flat 15, Binnie House, Bath Terrace, London, Greater London SE1 6QG","£379,750",flat
"Apartment 903, 251, Southwark Bridge Road, London, Greater London SE1 6FJ","£495,000",Flat
"Flat 174, 100, Westminster Bridge Road, London, Greater London SE1 7XR","£660,000",Flat
"Flat 4, Muro Court, Milcote Street, London, Greater London SE1 0FH","£137,500",Flat
"Flat 73, South Block 1b, Belvedere Road, London, Greater London SE1 7GD","£413,000",Flat
"29, Gladstone Street, London, Greater London SE1 6EY","£1,300,000",terraced
"Apartment 1512, 251, Southwark Bridge Road, London, Greater London SE1 6FL","£740,000",Flat
"Flat 55, Brandon House, 10, Hilary Mews, London, Greater London SE1 1AP","£885,000",Flat
"Flat 2, Holmwood Buildings, 97, Southwark Street, London, Greater London SE1 0JE","£485,000",Flat
"Flat 61, River Court, Upper Ground, London, Greater London SE1 9PB","£1,100,000",flat
"Flat 25, Rochester House, Manciple Street, London, Greater London SE1 4LP","£425,000",Flat
"Flat 62, Otford House, Staple Street, London, Greater London SE1 4LS","£325,000",flat
"Flat 9, 56, Swan Street, London, Greater London SE1 1AY","£1,100,000",Flat
"33, Gladstone Street, London, Greater London SE1 6EY","£1,536,500",terraced
"Flat 3, 15, Hayles Street, London, Greater London SE11 4SU","£660,000",Flat
"Flat 1, Stonemason Court, 63, Borough Road, London, Greater London SE1 1DZ","£625,000",Flat
"Apartment 702, 251, Southwark Bridge Road, London, Greater London SE1 6FJ","£720,000",Flat
"205, Madison Apartments, 5 - 27, Long Lane, London, Greater London SE1 4PF","£490,000",Flat
"Flat 11, Walpole House, 126, Westminster Bridge Road, London, Greater London SE1 7UN","£535,000",Flat
"Flat 139, Rowland Hill House, Nelson Square, London, Greater London SE1 0LU","£495,000",flat
"Flat 14, Crayford House, Tabard Garden Estate, London, Greater London SE1 4BU","£384,000",flat
"Flat 14, Tabard Centre, Prioress Street, London, Greater London SE1 4UZ","£1,450,000",Flat
"Flat 30, 12, Bermondsey Square, London, Greater London SE1 3FD","£475,000",Flat
"11, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£683,850",Flat
"Flat 2, 1, Colnbrook Street, London, Greater London SE1 6EZ","£430,000",Flat
"30, Whites Grounds Estate, London, Greater London SE1 3JZ","£440,000",flat
"Flat 12, 22e, Leathermarket Street, London, Greater London SE1 3HP","£1,040,000",Flat
"Apartment 174, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BT","£415,000",Flat
"Ground Floor Flat, 147, Bermondsey Street, London, Greater London SE1 3UW","£1,330,000",flat
"35, Pearman Street, London, Greater London SE1 7RB","£1,080,000",terraced
"28b, Maltings Place, London, Greater London SE1 3JB","£540,000",Flat
"35, Roupell Street, London, Greater London SE1 8TB","£1,325,000",terraced
"42, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£705,600",Flat
"Apartment 13, 8, Bluelion Place, London, Greater London SE1 4PU","£612,000",Flat
"Flat 207, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YR","£725,000",Flat
"31, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£684,000",Flat
"20, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£1,590,000",Flat
"48, West Square, London, Greater London SE11 4SP","£1,325,000",terraced
"17, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£920,000",Flat
"Flat 1910, 8, Casson Square, London, Greater London SE1 7ST","£828,750",Flat
"37, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£1,155,000",Flat
"34, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£703,250",Flat
"Flat 1, Shaftesbury House, Trinity Street, London, Greater London SE1 4JF","£650,000",Flat
"19, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£1,065,900",Flat
"41, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£1,214,400",Flat
"6, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£890,000",Flat
"39, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£700,800",Flat
"2, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£895,000",Flat
"Flat 208, 118, Southwark Bridge Road, London, Greater London SE1 0BQ","£845,000",Flat
"44, Rothsay Street, London, Greater London SE1 4UE","£750,000",terraced
"Flat 10, 25, Broadwall, London, Greater London SE1 9PS","£800,000",Flat
"25a, Tower Bridge Road, London, Greater London SE1 4TL","£500,000",flat
"Flat 23, Tanner House, Tanner Street, London, Greater London SE1 3LL","£510,000",flat
"5, Sandringham House, Earls Way, London, Greater London SE1 2QX","£720,000",Flat
"Flat 27, 34, Long Lane, London, Greater London SE1 4NN","£285,000",Flat
"Flat 22, Globe View House, 171, Blackfriars Road, London, Greater London SE1 8ER","£975,000",Flat
"Flat 5, 1, Sudrey Street, London, Greater London SE1 1PF","£1,170,000",Flat
"Flat 4, 45, Tower Bridge Road, London, Greater London SE1 4TL","£552,500",Flat
"33, Tyers Estate, London, Greater London SE1 3JG","£400,000",Flat
"13, Cooper Close, London, Greater London SE1 7QU","£357,082",flat
"114, Whites Grounds Estate, London, Greater London SE1 3JX","£560,000",flat
"Flat 15, Brandon House, 10, Hilary Mews, London, Greater London SE1 1AP","£1,330,000",Flat
"Flat 1, Overy House, Webber Row, London, Greater London SE1 8QX","£605,000",flat
"Flat 52, 12, Bermondsey Square, London, Greater London SE1 3FD","£980,000",Flat
"Flat 2, 64, Southwark Bridge Road, London, Greater London SE1 0AS","£900,000",Flat
"Apartment 710, 251, Southwark Bridge Road, London, Greater London SE1 6FJ","£720,000",Flat
"Flat 25, 237, Union Street, London, Greater London SE1 0LR","£780,000",Flat
"Apartment 1803, 251, Southwark Bridge Road, London, Greater London SE1 6FL","£547,000",Flat
"Apartment 414, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6DT","£455,000",Flat
"Apartment 2907, 251, Southwark Bridge Road, London, Greater London SE1 6FP","£1,070,000",Flat
"Apartment 1707, 251, Southwark Bridge Road, London, Greater London SE1 6FL","£575,000",Flat
"Flat 5, Devonshire House, Bath Terrace, London, Greater London SE1 6PT","£370,000",flat
"Apartment 3006, 251, Southwark Bridge Road, London, Greater London SE1 6FP","£651,000",Flat
"Apartment 2802, 251, Southwark Bridge Road, London, Greater London SE1 6FN","£1,045,000",Flat
"Flat 32, Portland Court, 1, Falmouth Road, London, Greater London SE1 4JX","£831,000",Flat
"Flat 101, Ratcliffe Court, Great Dover Street, London, Greater London SE1 4LD","£1,000,000",flat
"Flat 71, 12, Bermondsey Square, London, Greater London SE1 3FD","£580,000",Flat
"Apartment 196, 1, Blackfriars Road, London, Greater London SE1 9GQ","£975,000",Flat
"Flat 4, 28, Park Street, London, Greater London SE1 9EQ","£1,200,000",Flat
"Flat 222, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YR","£955,000",Flat
"Apartment 601, 251, Southwark Bridge Road, London, Greater London SE1 6FJ","£540,000",Flat
"Apartment 214, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BW","£465,000",Flat
"Flat 35, Globe View House, 27, Pocock Street, London, Greater London SE1 0FU","£420,000",Flat
"Flat 702, Block B, 60, Holland Street, London, Greater London SE1 9JF","£1,575,000",Flat
"Flat 336, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YS","£575,000",Flat
"Flat 41, Peveril House, Rephidim Street, London, Greater London SE1 4TD","£265,000",flat
"75, Empire Square East, London, Greater London SE1 4NB","£425,000",Flat
"Flat 316, 118, Southwark Bridge Road, London, Greater London SE1 0BQ","£430,000",Flat
"Apartment 2, Eliza House, 38, Glasshill Street, London, Greater London SE1 0QR","£1,200,000",Flat
"Flat 7, 14, Weller Street, London, Greater London SE1 1QU","£670,000",Flat
"117, Elim Estate, London, Greater London SE1 4DD","£227,500",Flat
"Flat 3, Sharpley Court, 8a, Pocock Street, London, Greater London SE1 0BJ","£675,000",Flat
"Flat 80, Walpole House, 126, Westminster Bridge Road, London, Greater London SE1 7UN","£860,000",Flat
"46, Buckstone Apartments, 140, Blackfriars Road, London, Greater London SE1 8BW","£640,000",Flat
"Flat 7, 12, Bermondsey Square, London, Greater London SE1 3FD","£690,000",Flat
"31, Balmoral House, Earls Way, London, Greater London SE1 2QR","£1,025,000",Flat
"Apartment 29, 1, Blackfriars Road, London, Greater London SE1 9GD","£2,000,000",Flat
"Apartment 2202, 55, Upper Ground, London, Greater London SE1 9RB","£2,000,000",Flat
"Apartment 2610, 251, Southwark Bridge Road, London, Greater London SE1 6FN","£1,030,000",Flat
"Flat 28, Bridgewalk Heights, 80, Weston Street, London, Greater London SE1 3QZ","£1,050,000",Flat
"Flat 14, The Priory, 47 - 55, Webber Street, London, Greater London SE1 0RQ","£218,000",Flat
"57, Oakey Lane, London, Greater London SE1 7HN","£600,000",flat
"Flat 4, 46, Borough Road, London, Greater London SE1 0AJ","£425,000",Flat
"Apartment 58, 1, Blackfriars Road, London, Greater London SE1 9GD","£727,200",Flat
"Flat 207, 21a, Rothsay Street, London, Greater London SE1 4BF","£600,000",Flat
"2, 24a, Marshalsea Road, London, Greater London SE1 1HF","£820,000",Flat
"Flat 18, Jurston Court, Gerridge Street, London, Greater London SE1 7QH","£408,500",flat
"Flat 13, Trinity House, Bath Terrace, London, Greater London SE1 6PX","£285,000",flat
"27, Oxford Drive, London, Greater London SE1 2FB","£620,000",flat
"Apartment 904, 251, Southwark Bridge Road, London, Greater London SE1 6FJ","£180,000",Flat
"Apartment 2106, 251, Southwark Bridge Road, London, Greater London SE1 6FN","£1,010,000",Flat
"17, Isaac Way, London, Greater London SE1 1EE","£600,000",flat
"Apartment 1301, 55, Upper Ground, London, Greater London SE1 9EY","£1,100,000",Flat
"Flat 32, Shalford House, Law Street, London, Greater London SE1 4XF","£375,000",flat
"Flat 28, Bazeley House, Library Street, London, Greater London SE1 0RN","£542,000",flat
"Flat 304, 118, Southwark Bridge Road, London, Greater London SE1 0BQ","£465,000",Flat
"Flat 6, 30, Trinity Street, London, Greater London SE1 4FF","£1,040,000",Flat
"45, Tudor House, Duchess Walk, London, Greater London SE1 2SA","£697,945",Flat
"Flat 7, The Priory, 47 - 55, Webber Street, London, Greater London SE1 0RQ","£337,000",Flat
"Flat 10, Quastel House, 32, Long Lane, London, Greater London SE1 4AY","£470,000",Flat
"Apartment 6, 8, Bluelion Place, London, Greater London SE1 4PU","£640,000",Flat
"15, Gallery Apartments, 6, Lamb Walk, London, Greater London SE1 3GL","£782,500",Flat
"39c, Trinity Street, London, Greater London SE1 4JA","£830,100",Flat
"Apartment 1, 177 - 179, Southwark Bridge Road, London, Greater London SE1 0ED","£610,000",Flat
"Flat 18, 91, Great Suffolk Street, London, Greater London SE1 0BX","£450,000",Flat
"59, Harper Road, London, Greater London SE1 6AP","£738,534",Terraced
"Flat 256, North Block 1d, Belvedere Road, London, Greater London SE1 7GH","£450,000",Flat
"Flat 8, Brandon House, 10, Hilary Mews, London, Greater London SE1 1AP","£920,000",Flat
"Flat 2, Brandon House, 10, Hilary Mews, London, Greater London SE1 1AP","£955,000",Flat
"Flat 3, 41, Great Guildford Street, London, Greater London SE1 0ES","£1,000,000",Flat
"Flat 209, 118, Southwark Bridge Road, London, Greater London SE1 0BQ","£570,000",Flat
"Flat 26, Devonshire House, Bath Terrace, London, Greater London SE1 6PT","£400,000",flat
"Flat 24, Patrick Court, 92, Webber Street, London, Greater London SE1 0GB","£610,000",Flat
"Flat 6, 79, Bermondsey Street, London, Greater London SE1 3XF","£1,015,000",Flat
"18, Frazier Street, London, Greater London SE1 7BG","£300,000",flat
"4, Isaac Way, London, Greater London SE1 1EE","£617,000",flat
"Flat 73, 12, Bermondsey Square, London, Greater London SE1 3FD","£770,000",Flat
"5, Isaac Way, London, Greater London SE1 1EE","£435,000",flat
"Flat 98, Devon Mansions, Tooley Street, London, Greater London SE1 2NX","£495,000",flat
"12, Tudor House, Duchess Walk, London, Greater London SE1 2SA","£690,000",Flat
"Flat 40, Stephenson House, Bath Terrace, London, Greater London SE1 6PR","£361,000",flat
"Flat 42, Nashe House, Burbage Close, London, Greater London SE1 4ET","£375,000",flat
"36, Sandringham House, Earls Way, London, Greater London SE1 2QX","£1,800,000",Flat
"Flat 702, Block D, 5, Sumner Street, London, Greater London SE1 9RE","£1,075,000",Flat
"Flat 7, Tabard House, Manciple Street, London, Greater London SE1 4DL","£407,000",flat
"46, West Square, London, Greater London SE11 4SP","£1,410,000",terraced
"Flat 5, 46, Borough Road, London, Greater London SE1 0AJ","£400,000",Flat
"Apartment 2009, 251, Southwark Bridge Road, London, Greater London SE1 6FN","£780,000",Flat
"Flat 39, 5, Brigade Mews, London, Greater London SE1 0GH","£920,000",Flat
"Flat 5, Eynsford House, Crosby Row, London, Greater London SE1 3YB","£350,000",flat
"Flat 127, North Block 1c, Belvedere Road, London, Greater London SE1 7GF","£650,000",Flat
"Flat 38, Newman House, St Georges Road, London, Greater London SE1 6HE","£535,000",flat
"Flat 4, 145, Bermondsey Street, London, Greater London SE1 3UW","£1,635,000",Flat
"Flat 22, Bath House, Bath Terrace, London, Greater London SE1 6PU","£185,000",flat
"Flat 149, South Block 1b, Belvedere Road, London, Greater London SE1 7GE","£435,000",Flat
"2, Godwin House, Still Walk, London, Greater London SE1 2RA","£625,000",Flat
"Apartment 188, 1, Blackfriars Road, London, Greater London SE1 9GQ","£3,050,000",Flat
"Flat 403, Block B, 60, Holland Street, London, Greater London SE1 9JF","£740,000",Flat
"Flat 70, Errington House, 4, Brigade Mews, London, Greater London SE1 0GN","£643,000",Flat
"Flat 203 Block B, 27, Green Walk, London, Greater London SE1 4TX","£950,000",Flat
"65, St Georges Road, London, Greater London SE1 6ER","£1,540,000",terraced
"Flat 20, Walpole House, 126, Westminster Bridge Road, London, Greater London SE1 7UN","£705,000",Flat
"Apartment 7, 35, Westminster Bridge Road, London, Greater London SE1 7JB","£620,000",Flat
"Flat 34, St. Georges Buildings, 37, St Georges Road, London, Greater London SE1 6EP","£390,000",Flat
"Flat 34, 12, Bermondsey Square, London, Greater London SE1 3FD","£655,000",Flat
"Flat 57, Balin House, Long Lane, London, Greater London SE1 1YH","£475,000",flat
"Flat 12, 237, Union Street, London, Greater London SE1 0LR","£481,000",Flat
"Flat 2508, 8, Casson Square, London, Greater London SE1 7RN","£998,000",Flat
"Flat B, 35, Westminster Bridge Road, London, Greater London SE1 7JB","£420,000",Flat
"1, Cottesloe Mews, London, Greater London SE1 7RU","£510,000",terraced
"Flat 22, Portland Court, 50, Trinity Street, London, Greater London SE1 4JZ","£840,000",Flat
"Flat 1, Trocette Mansions, 249, Bermondsey Street, London, Greater London SE1 3UQ","£780,000",Flat
"Flat 16, 46, Borough Road, London, Greater London SE1 0AJ","£310,000",Flat
"22, Potier Street, London, Greater London SE1 4UX","£450,000",flat
"Flat 9, Rennie House, Bath Terrace, London, Greater London SE1 6PN","£400,000",flat
"Flat 61, Eastwell House, Weston Street, London, Greater London SE1 4DJ","£433,000",Flat
"Flat 143, North Block 1c, Belvedere Road, London, Greater London SE1 7GF","£457,500",Flat
"Flat 180, South Block 1b, Belvedere Road, London, Greater London SE1 7GE","£480,000",Flat
"Flat 198, South Block 1b, Belvedere Road, London, Greater London SE1 7GE","£585,000",Flat
"Flat 109, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YP","£427,000",Flat
"Flat 2, 129, St Georges Road, London, Greater London SE1 6HY","£550,000",Flat
"Flat 7, Winchester House, 201, Southwark Bridge Road, London, Greater London SE1 0DT","£415,000",Flat
"Flat 37, Portland Court, 1, Falmouth Road, London, Greater London SE1 4JX","£750,000",Flat
"17, Oxford Drive, London, Greater London SE1 2FB","£550,000",flat
"Flat 41, The Perspective, 100, Westminster Bridge Road, London, Greater London SE1 7XA","£690,000",Flat
"11, Windlesham House, Duchess Walk, London, Greater London SE1 2RZ","£610,000",Flat
"40, Maltings Place, London, Greater London SE1 3JB","£390,000",Flat
"14, Brockham Street, London, Greater London SE1 4HX","£2,486,000",terraced
"Apartment 35, Conquest Tower, 130, Blackfriars Road, London, Greater London SE1 8BZ","£660,000",Flat
"Apartment 6, Calico House, 199, Long Lane, London, Greater London SE1 4PN","£460,000",Flat
"Flat 28, Symington House, Deverell Street, London, Greater London SE1 4AA","£358,000",flat
"Flat 10, Tavern Court, 95, New Kent Road, London, Greater London SE1 6RY","£475,000",Flat
"Flat 12, Kittiwake Court, 4, Great Dover Street, London, Greater London SE1 4XR","£455,000",Flat
"Apartment 477, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6DT","£500,000",Flat
"Flat 32, 237, Union Street, London, Greater London SE1 0LR","£850,000",Flat
"48, Pearman Street, London, Greater London SE1 7RB","£1,220,000",terraced
"Flat 3, Bench Apartments, 22, Kings Bench Street, London, Greater London SE1 0QX","£470,000",Flat
"Apartment 1510, 55, Upper Ground, London, Greater London SE1 9EY","£824,250",Flat
